submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
02/25/2021,WA,337520,,,1107,116,4942,,,30,0,02/27/2021 12:00:00 AM,N/A,N/A
03/11/2020,NC,12,12,0,5,0,0,0,0,0,0,03/11/2020 12:00:00 AM,Agree,Agree
06/30/2020,MO,25360,,,863,5,1109,,,7,0,07/02/2020 12:00:00 AM,Not agree,Not agree
03/05/2021,IN,666275,,,852,0,12879,12478,401,13,0,03/05/2021 12:00:00 AM,Not agree,Agree
09/07/2020,NE,35975,,,89,0,404,,,0,0,09/09/2020 12:00:00 AM,Not agree,Not agree
03/10/2021,IL,1202709,1202709,0,1682,0,23067,20810,2257,28,-1,03/11/2021 03:36:21 PM,Agree,Agree
09/08/2020,NC,183796,180154,3642,757,41,3207,3189,18,31,1,09/08/2020 12:00:00 AM,Agree,Agree
01/13/2021,MS,248655,162515,86140,1880,1051,6155,4467,1688,37,23,01/15/2021 12:00:00 AM,Agree,Agree
11/02/2020,CT,73858,69826,4032,2651,344,4627,3718,909,11,1,11/03/2020 02:57:05 PM,Agree,Agree
06/17/2021,WA,446124,,,438,63,5810,,,9,0,06/18/2021 01:48:26 PM,N/A,N/A
12/23/2020,VT,6276,,,64,2,128,,,3,0,12/25/2020 12:00:00 AM,Not agree,Not agree
03/18/2020,ND,7,,,2,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
07/24/2020,VT,1263,,,4,0,56,,,0,0,07/26/2020 12:00:00 AM,Not agree,Not agree
10/07/2020,NH,8800,,,69,27,448,,,2,0,10/08/2020 01:56:57 PM,Not agree,Not agree
03/25/2021,WA,358486,,,1087,162,5213,,,13,0,03/27/2021 12:00:00 AM,N/A,N/A
11/02/2020,NC,282054,269110,12944,1018,83,4804,4690,114,42,3,11/02/2020 12:00:00 AM,Agree,Agree
04/25/2020,GU,141,,,0,0,5,,,0,0,05/25/2020 03:38:40 PM,Not agree,Not agree
05/06/2020,VI,66,,,0,0,4,,,0,0,05/07/2020 10:59:02 PM,,
07/02/2021,ID,195172,156211,38961,83,26,2158,1880,278,4,1,07/03/2021 01:44:06 PM,Agree,Agree
04/02/2021,GU,7816,,,4,0,136,,,0,0,04/03/2021 01:51:09 PM,Not agree,Not agree
02/18/2021,VI,2558,,,0,0,25,,,0,0,02/19/2021 03:33:51 PM,,
04/27/2021,IL,1325726,1325726,0,2556,0,24174,21858,2316,24,2,04/28/2021 03:20:12 PM,Agree,Agree
05/24/2020,ME,2074,1858,216,61,7,78,77,1,1,1,05/25/2020 02:12:49 PM,Agree,Agree
08/21/2020,IL,217346,215929,1417,2293,85,8066,7857,209,22,-2,08/22/2020 02:21:09 PM,Agree,Agree
01/15/2021,NE,181038,,,779,0,1837,,,19,0,01/17/2021 12:00:00 AM,Not agree,Not agree
07/01/2021,NV,334255,,,543,0,5692,,,11,0,07/02/2021 01:55:07 PM,,
02/21/2021,AL,509464,394859,114605,578,183,10359,8272,2087,34,5,02/23/2021 12:00:00 AM,Agree,Agree
03/08/2021,NH,77060,,,199,71,1184,,,0,0,03/09/2021 02:47:41 PM,Not agree,Not agree
06/22/2021,CA,3858733,3704564,154169,816,60,63460,,,3,0,06/23/2021 12:00:00 AM,Agree,Not agree
08/03/2020,NV,51422,,,985,-9,874,,,16,1,08/04/2020 02:09:35 PM,,
12/09/2020,NH,27592,,,969,346,570,,,4,1,12/10/2020 02:50:16 PM,Not agree,Not agree
12/17/2020,ND,89557,87227,2330,494,54,1225,,,21,0,12/18/2020 02:45:01 PM,Agree,Not agree
05/28/2021,IL,1380261,1380261,0,982,0,25127,22739,2388,26,5,05/29/2021 01:33:02 PM,Agree,Agree
04/10/2021,MT,106142,98623,7519,168,28,1523,1523,0,2,0,04/11/2021 01:50:11 PM,Agree,Agree
03/11/2020,GU,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/10/2020,VI,72,,,1,0,6,,,0,0,06/11/2020 02:48:51 PM,,
09/13/2020,WA,80762,,,364,18,1991,,,0,0,09/15/2020 12:00:00 AM,N/A,N/A
02/14/2020,VT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/10/2020,MO,16272,,,297,0,967,,,5,0,06/12/2020 12:00:00 AM,Not agree,Not agree
06/17/2021,NH,99225,,,29,24,1366,,,2,1,06/17/2021 12:00:00 AM,Not agree,Not agree
08/05/2020,IN,69975,,,720,0,3147,2938,209,11,0,08/05/2020 12:00:00 AM,Not agree,Agree
05/22/2021,NH,98244,,,76,29,1344,,,3,1,05/23/2021 01:37:59 PM,Not agree,Not agree
05/02/2020,NH,2429,,,119,0,84,,,3,0,05/03/2020 03:36:03 PM,Not agree,Not agree
01/15/2021,ND,95714,91924,3790,115,28,1381,,,8,0,01/16/2021 02:46:10 PM,Agree,Not agree
04/25/2020,DE,4171,4118,53,456,2,112,112,0,12,0,06/03/2021 01:36:29 PM,Agree,Agree
08/02/2020,WA,58225,,,630,2,1596,,,4,0,08/04/2020 12:00:00 AM,N/A,N/A
02/29/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
09/11/2020,VT,1529,,,8,0,57,,,0,0,09/13/2020 12:00:00 AM,Not agree,Not agree
03/19/2021,NC,897063,775603,121460,1604,473,12524,11071,1453,17,2,03/19/2021 12:00:00 AM,Agree,Agree
06/09/2021,MD,460984,,,121,0,9667,9450,217,9,1,06/10/2021 02:48:23 PM,N/A,Agree
02/11/2021,ND,98466,93723,4743,113,22,1431,,,1,0,02/12/2021 02:56:38 PM,Agree,Not agree
07/31/2020,ME,3937,3516,421,27,8,123,122,1,0,0,08/01/2020 02:38:12 PM,Agree,Agree
01/25/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/02/2020,FSM,0,0,0,0,0,0,0,0,0,0,08/03/2020 02:31:01 PM,Agree,Agree
04/11/2021,NJ,953490,837052,116438,3387,517,24870,22297,2573,11,0,04/12/2021 01:39:29 PM,Agree,Agree
01/31/2021,DC,36872,,,210,0,913,,,4,0,02/01/2021 02:50:29 PM,,
11/05/2020,RI,35859,,,635,0,1232,,,4,0,07/27/2021 02:58:07 PM,Not agree,N/A
06/02/2021,SC,592209,489768,102441,212,80,9748,,,4,1,06/02/2021 12:00:00 AM,Agree,Not agree
02/10/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
08/10/2020,OR,21488,21488,0,216,0,357,357,0,1,0,08/11/2020 02:16:27 PM,Agree,Agree
08/24/2020,KY,49895,45003,4892,718,139,1114,1078,36,13,1,08/26/2020 12:00:00 AM,Agree,Agree
08/29/2020,AZ,201368,199660,1708,630,28,5007,4738,269,29,0,08/30/2020 02:49:52 PM,Agree,Agree
02/27/2021,LA,428592,,,0,0,9587,8906,681,0,0,02/28/2021 02:48:18 PM,Not agree,Agree
04/23/2020,KY,3604,3561,43,179,1,216,209,7,8,0,07/22/2021 02:34:22 PM,Agree,Agree
09/28/2020,WY,5754,4897,857,121,4,50,50,0,0,0,09/29/2020 01:50:42 PM,Agree,Agree
08/29/2020,NJ,194756,,,372,23,15933,14153,1780,3,0,08/29/2020 12:00:00 AM,Not agree,Agree
03/09/2021,SC,533233,452408,80825,784,319,8951,,,21,5,03/09/2021 12:00:00 AM,Agree,Not agree
07/03/2021,NJ,1024113,893617,130496,190,5,26472,23769,2703,5,0,07/05/2021 01:25:13 PM,Agree,Agree
01/22/2021,DC,34905,,,293,0,867,,,3,0,01/23/2021 02:50:13 PM,,
02/06/2021,VA,529125,421466,107659,2948,865,6778,5840,938,4,0,02/07/2021 02:46:31 PM,Agree,Agree
02/27/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
10/06/2020,LA,170469,,,532,0,5592,5402,190,6,0,10/07/2020 01:45:01 PM,Not agree,Agree
04/21/2020,AZ,5251,5251,0,187,0,208,208,0,21,0,04/21/2020 04:22:39 PM,Agree,Agree
01/29/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
09/30/2020,KY,75534,64974,10560,760,175,1511,1453,58,8,1,10/02/2020 12:00:00 AM,Agree,Agree
07/07/2021,NJ,1024748,894224,130524,283,66,26490,23781,2709,13,6,07/08/2021 02:26:57 PM,Agree,Agree
04/05/2021,AZ,845535,785485,60050,608,70,16990,15063,1927,0,0,04/06/2021 01:43:58 PM,Agree,Agree
09/14/2020,RI,22913,,,56,0,1097,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
02/17/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/26/2020,WY,2475,2029,446,29,8,25,25,0,0,0,07/27/2020 02:16:42 PM,Agree,Agree
08/08/2020,MN,60898,,,797,0,1698,1657,41,9,0,08/09/2020 02:03:10 PM,N/A,Agree
02/09/2020,SC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
04/03/2021,KY,433049,329398,103651,275,69,6917,6201,716,7,1,04/05/2021 12:00:00 AM,Agree,Agree
01/14/2021,LA,361148,,,5313,2187,8080,7631,449,58,9,01/15/2021 02:46:04 PM,Not agree,Agree
08/17/2020,LA,138485,,,567,0,4526,4403,123,19,0,08/18/2020 02:26:55 PM,Not agree,Agree
04/03/2021,AZ,844463,784581,59882,706,114,16991,15064,1927,2,-1,04/04/2021 01:43:43 PM,Agree,Agree
05/21/2021,AZ,875766,810575,65191,571,195,17531,15586,1945,22,3,05/22/2021 06:59:37 PM,Agree,Agree
12/22/2020,LA,290960,,,3699,933,7158,6813,345,51,13,12/23/2020 02:36:58 PM,Not agree,Agree
07/25/2021,KY,475914,356645,119269,735,227,7314,6557,757,1,0,07/26/2021 01:52:25 PM,Agree,Agree
09/26/2020,NJ,207790,,,816,66,16103,14312,1791,6,0,09/26/2020 12:00:00 AM,Not agree,Agree
02/08/2020,LA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
01/24/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/18/2021,MN,595532,,,516,121,7403,6907,496,14,0,05/19/2021 02:37:49 PM,N/A,Agree
07/19/2020,LA,91706,,,3116,0,3543,3433,110,34,0,07/20/2020 02:35:44 PM,Not agree,Agree
05/23/2020,AZ,16039,16039,0,431,0,799,799,0,24,0,05/24/2020 02:15:55 PM,Agree,Agree
06/04/2021,OR,202675,202675,0,428,0,2686,2686,0,3,0,06/05/2021 01:49:07 PM,Agree,Agree
07/21/2020,KY,27934,25963,1971,810,98,819,791,28,5,0,07/23/2020 12:00:00 AM,Agree,Agree
10/12/2020,OR,37467,35747,1720,212,0,599,584,15,0,0,10/13/2020 01:29:38 PM,Agree,Agree
05/18/2020,OR,3687,3604,83,64,2,138,138,0,1,0,05/19/2020 03:45:23 PM,Agree,Agree
04/21/2021,WY,57518,48631,8887,62,15,705,705,0,0,0,04/22/2021 01:56:30 PM,Agree,Agree
03/07/2021,AZ,827079,770560,56519,1335,157,16328,14403,1925,5,-3,03/08/2021 02:47:36 PM,Agree,Agree
02/06/2021,SC,483636,417038,66598,2992,667,8049,,,48,13,02/06/2021 12:00:00 AM,Agree,Not agree
07/31/2020,AZ,174062,174062,0,3213,0,3694,3694,0,68,0,08/01/2020 02:38:12 PM,Agree,Agree
03/24/2020,NJ,3675,,,831,,44,,,17,,03/26/2020 04:22:39 PM,Agree,Agree
04/05/2020,WY,200,,,13,,0,,,0,,04/04/2020 04:22:39 PM,Agree,Agree
06/09/2020,MN,28869,,,346,0,1267,1236,31,39,20,06/10/2020 08:56:25 PM,N/A,Agree
07/27/2020,RI,18540,,,54,0,1023,,,1,0,07/27/2021 02:58:07 PM,Not agree,N/A
11/26/2020,SC,215809,200509,15300,2117,327,4440,,,14,2,11/26/2020 12:00:00 AM,Agree,Not agree
04/17/2020,SC,4202,4202,0,159,0,150,,,4,0,04/17/2020 12:00:00 AM,Agree,Not agree
05/19/2020,NJ,149212,,,993,19,10586,10586,0,151,0,05/19/2020 12:00:00 AM,Not agree,Agree
04/20/2020,DC,2927,,,134,,105,,,9,,04/20/2020 04:22:39 PM,,
04/17/2020,NJ,78467,,,3150,,3840,,,322,,04/17/2020 04:22:39 PM,Agree,Agree
04/08/2020,AZ,2726,,,151,,80,,,7,,04/07/2020 04:22:39 PM,Agree,Agree
03/03/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
05/29/2021,DC,48923,,,25,0,1132,,,0,0,05/30/2021 01:32:12 PM,,
07/12/2021,LA,489951,,,799,200,10789,9760,1029,4,0,07/13/2021 02:26:25 PM,Not agree,Agree
01/15/2021,OR,131258,129538,1720,1012,0,1758,1743,15,21,0,01/16/2021 02:46:10 PM,Agree,Agree
06/28/2020,KY,16479,15765,714,180,10,672,647,25,6,0,06/30/2020 12:00:00 AM,Agree,Agree
07/31/2020,SC,91538,90297,1241,1523,68,1842,,,51,2,07/31/2020 12:00:00 AM,Agree,Not agree
08/17/2020,AZ,194074,192583,1491,469,16,4506,4252,254,0,0,08/18/2020 02:26:55 PM,Agree,Agree
10/25/2020,SC,172577,163853,8724,1307,68,3893,,,14,2,10/25/2020 12:00:00 AM,Agree,Not agree
04/17/2020,FSM,0,,,0,,0,,,0,,04/17/2020 04:22:39 PM,Agree,Agree
09/14/2020,MN,85351,,,402,0,1979,1927,52,5,0,09/15/2020 02:03:59 PM,N/A,Agree
04/05/2020,SC,2128,2128,0,139,0,59,,,7,0,04/05/2020 12:00:00 AM,Agree,Not agree
06/20/2020,VA,57994,55504,2490,551,0,1611,1508,103,4,0,06/21/2020 02:32:57 PM,Agree,Agree
03/14/2020,OR,24,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/30/2021,VA,660553,513463,147090,963,7,10777,9060,1717,7,3,05/01/2021 01:43:22 PM,Agree,Agree
03/28/2020,VA,739,,,135,,17,,,3,,03/28/2020 04:22:39 PM,Agree,Agree
04/03/2021,OR,166480,166480,0,467,0,2391,2391,0,6,0,04/04/2021 01:43:43 PM,Agree,Agree
06/06/2021,AZ,883821,817234,66587,507,46,17700,15752,1948,2,-1,06/07/2021 02:36:26 PM,Agree,Agree
08/21/2020,OR,24421,24421,0,256,-1224,414,414,0,2,-9,08/22/2020 02:21:09 PM,Agree,Agree
03/18/2021,AZ,835232,777156,58076,284,132,16645,14725,1920,59,5,03/19/2021 02:25:43 PM,Agree,Agree
01/24/2021,NJ,662808,595002,67806,5272,670,20951,18830,2121,17,0,01/25/2021 02:42:40 PM,Agree,Agree
11/10/2020,WY,19242,16442,2800,1232,101,127,127,0,13,0,11/11/2020 03:15:25 PM,Agree,Agree
09/18/2020,LA,161322,,,979,0,5340,5172,168,29,0,09/19/2020 02:00:26 PM,Not agree,Agree
09/12/2020,SC,135353,131244,4109,1148,152,3172,,,20,2,09/12/2020 12:00:00 AM,Agree,Not agree
02/21/2020,LA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Agree
10/05/2020,VA,153182,144987,8195,625,77,3291,3077,214,15,1,10/06/2020 01:33:58 PM,Agree,Agree
09/27/2020,KY,72996,63146,9850,397,76,1488,1433,55,9,1,09/29/2020 12:00:00 AM,Agree,Agree
03/31/2021,MN,519529,,,1648,302,6926,6473,453,12,0,04/01/2021 02:13:30 PM,N/A,Agree
01/06/2021,OR,120223,118503,1720,735,0,1558,1543,15,8,0,01/07/2021 02:56:59 PM,Agree,Agree
06/18/2021,AZ,888800,821382,67418,463,70,17820,15871,1949,11,1,06/18/2021 01:48:26 PM,Agree,Agree
05/03/2021,DC,47903,,,103,0,1106,,,0,0,05/04/2021 02:00:10 PM,,
07/18/2021,DC,49746,,,47,0,1146,,,0,0,07/19/2021 02:21:19 PM,,
04/17/2020,VA,8053,,,562,,231,,,0,,04/17/2020 04:22:39 PM,Agree,Agree
03/13/2021,VA,594735,467995,126740,1173,415,10019,8381,1638,34,5,03/14/2021 01:53:25 PM,Agree,Agree
02/09/2021,WY,52830,45056,7774,46,37,647,647,0,23,0,02/10/2021 02:52:16 PM,Agree,Agree
07/28/2020,LA,111038,,,1121,0,3812,3700,112,26,0,07/29/2020 02:34:46 PM,Not agree,Agree
04/21/2021,NJ,987350,865733,121617,3475,553,25271,22660,2611,65,19,04/22/2021 01:56:30 PM,Agree,Agree
01/05/2021,OR,119488,117768,1720,1035,0,1550,1535,15,44,0,01/06/2021 02:58:26 PM,Agree,Agree
02/01/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/30/2020,MN,99134,,,687,0,2089,2036,53,17,1,10/01/2020 01:42:11 PM,N/A,Agree
07/03/2020,MN,37624,,,0,0,1503,1466,37,0,0,07/04/2020 03:30:31 PM,N/A,Agree
05/19/2021,DC,48634,,,18,0,1124,,,2,0,05/20/2021 03:08:06 PM,,
01/28/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/12/2020,WY,1,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/13/2020,WY,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/23/2020,VA,36244,34451,1793,495,6,1171,1135,36,12,0,05/24/2020 02:15:55 PM,Agree,Agree
03/28/2021,VA,616510,482187,134323,1143,308,10220,8571,1649,21,4,03/29/2021 01:48:56 PM,Agree,Agree
09/10/2020,RI,22543,,,105,0,1093,,,1,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/20/2020,NJ,88806,88806,0,3505,0,4377,4377,0,175,0,04/20/2020 04:22:39 PM,Agree,Agree
07/05/2021,FSM,5,5,0,0,0,0,0,0,0,0,07/06/2021 01:52:24 PM,Agree,Agree
04/27/2021,VA,657154,510867,146287,1120,325,10735,9019,1716,11,2,04/28/2021 03:20:12 PM,Agree,Agree
03/11/2020,NJ,23,,,8,,1,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/02/2020,SC,226366,209562,16804,2389,552,4575,,,30,5,12/02/2020 12:00:00 AM,Agree,Not agree
05/24/2020,RI,14024,,,106,0,750,,,13,0,07/27/2021 02:58:07 PM,Not agree,N/A
08/08/2020,RI,19800,,,92,0,1037,,,2,0,07/27/2021 02:58:07 PM,Not agree,N/A
07/06/2020,KY,19123,18159,964,404,56,724,698,26,4,0,07/08/2020 12:00:00 AM,Agree,Agree
01/26/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/16/2020,WY,1089,866,223,10,0,18,18,0,0,0,06/17/2020 03:06:04 PM,Agree,Agree
11/25/2020,NJ,345133,,,4730,688,16886,15057,1829,67,17,11/25/2020 12:00:00 AM,Not agree,Agree
05/07/2021,OR,189986,189986,0,824,0,2522,2522,0,8,0,05/08/2021 01:45:22 PM,Agree,Agree
08/15/2020,RI,20409,,,91,0,1046,,,3,0,07/27/2021 02:58:07 PM,Not agree,N/A
11/13/2020,SC,194598,182613,11985,1810,243,4214,,,19,4,11/13/2020 12:00:00 AM,Agree,Not agree
06/17/2021,NJ,1020564,890878,129686,238,56,26364,23674,2690,7,0,06/18/2021 01:48:26 PM,Agree,Agree
09/05/2020,FSM,0,0,0,0,0,0,0,0,0,0,09/06/2020 02:09:04 PM,Agree,Agree
04/11/2020,MN,1514,,,178,,67,,,10,,04/10/2020 04:22:39 PM,N/A,Agree
07/01/2020,KY,17455,16647,808,360,29,693,668,25,9,0,07/03/2020 12:00:00 AM,Agree,Agree
07/29/2020,DC,11999,,,54,0,584,,,1,0,07/30/2020 02:42:43 PM,,
05/29/2020,WY,891,682,209,15,0,15,15,0,0,0,05/30/2020 03:47:59 PM,Agree,Agree
06/06/2021,VA,676831,526688,150143,90,-8,11245,9489,1756,9,1,06/07/2021 02:36:26 PM,Agree,Agree
07/09/2020,WY,1774,1428,346,34,10,21,21,0,0,0,07/10/2020 03:35:06 PM,Agree,Agree
04/12/2021,WY,56988,48229,8759,115,19,701,701,0,0,0,04/13/2021 02:00:37 PM,Agree,Agree
03/26/2021,MN,512097,,,1699,257,6899,6447,452,7,0,03/27/2021 02:01:18 PM,N/A,Agree
02/07/2020,RI,0,,,0,,0,,,0,,02/08/2020 12:00:00 AM,Not agree,N/A
02/22/2020,AZ,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/03/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
08/02/2020,OR,19097,19097,0,280,0,326,326,0,1,0,08/03/2020 02:31:01 PM,Agree,Agree
07/18/2020,RI,17777,,,98,0,1009,,,2,0,07/27/2021 02:58:07 PM,Not agree,N/A
01/16/2021,NJ,622089,560423,61666,6057,933,20414,18323,2091,94,0,01/17/2021 09:40:16 AM,Agree,Agree
12/15/2020,SC,265040,243198,21842,3187,665,4949,,,35,5,12/15/2020 12:00:00 AM,Agree,Not agree
09/18/2020,NJ,203239,,,538,51,16061,14270,1791,4,0,09/18/2020 12:00:00 AM,Not agree,Agree
01/21/2021,FSM,1,1,0,0,0,0,0,0,0,0,01/22/2021 02:51:49 PM,Agree,Agree
10/25/2020,KY,101537,85550,15987,733,116,1942,1854,88,23,3,10/27/2020 12:00:00 AM,Agree,Agree
10/09/2020,DC,15843,,,78,0,634,,,0,0,10/10/2020 01:30:17 PM,,
09/20/2020,MN,90942,,,2221,0,2021,1969,52,6,0,09/21/2020 01:47:41 PM,N/A,Agree
06/07/2020,KY,11878,11476,402,120,18,555,534,21,6,0,06/09/2020 12:00:00 AM,Agree,Agree
02/17/2020,RI,0,,,0,,0,,,0,,02/18/2020 12:00:00 AM,Not agree,N/A
04/18/2021,RI,144997,,,231,0,2661,,,4,0,07/27/2021 02:58:07 PM,Not agree,N/A
08/06/2020,LA,127246,,,1303,0,4146,4028,118,50,0,08/07/2020 11:57:59 PM,Not agree,Agree
06/26/2020,VA,61247,58611,2636,677,43,1724,1620,104,24,0,06/27/2020 05:51:58 PM,Agree,Agree
05/28/2020,FSM,0,0,0,0,0,0,0,0,0,0,05/29/2020 02:19:55 PM,Agree,Agree
07/27/2021,LA,527253,,,6818,2775,10934,9873,1061,20,2,07/28/2021 01:51:39 PM,Not agree,Agree
01/28/2021,KY,367242,286826,80416,2764,855,6008,5384,624,22,2,01/30/2021 12:00:00 AM,Agree,Agree
11/09/2020,WY,18010,15311,2699,700,80,114,114,0,0,0,11/10/2020 02:45:45 PM,Agree,Agree
09/12/2020,RI,22759,,,103,0,1094,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
05/05/2021,RI,149243,,,242,0,2691,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
05/22/2020,NJ,152989,,,1273,26,10985,10985,0,142,0,05/22/2020 12:00:00 AM,Not agree,Agree
07/18/2020,SC,69627,69108,519,1554,26,1256,,,34,3,07/18/2020 12:00:00 AM,Agree,Not agree
06/30/2021,NJ,1023395,892983,130412,195,88,26457,23754,2703,13,5,07/01/2021 02:29:33 PM,Agree,Agree
03/15/2020,AZ,13,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/27/2020,VA,61736,59071,2665,489,29,1732,1628,104,8,0,06/28/2020 02:59:02 PM,Agree,Agree
05/05/2020,RI,9993,,,276,0,441,,,18,0,07/27/2021 02:58:07 PM,Not agree,N/A
06/14/2020,VA,54886,52460,2426,380,23,1552,1444,108,6,0,06/15/2020 02:33:03 PM,Agree,Agree
06/17/2021,AZ,888337,820989,67348,332,28,17809,15861,1948,18,-1,06/18/2021 01:48:26 PM,Agree,Agree
03/10/2021,NJ,822817,729403,93414,3775,767,23768,21294,2474,133,77,03/11/2021 03:36:21 PM,Agree,Agree
07/24/2021,NJ,1033116,901661,131455,861,41,26573,23855,2718,5,0,07/26/2021 01:16:36 PM,Agree,Agree
04/19/2020,MN,2470,,,257,0,143,143,0,22,0,04/19/2020 04:22:39 PM,N/A,Agree
04/24/2021,FSM,1,1,0,0,0,0,0,0,0,0,04/25/2021 01:42:01 PM,Agree,Agree
10/17/2020,FSM,0,0,0,0,0,0,0,0,0,0,10/18/2020 01:26:54 PM,Agree,Agree
01/09/2021,FSM,1,1,0,0,0,0,0,0,0,0,01/10/2021 04:10:55 PM,Agree,Agree
11/11/2020,AZ,265365,258439,6926,2033,110,6228,5786,442,36,7,11/12/2020 02:55:21 PM,Agree,Agree
04/22/2020,NJ,95865,95865,0,3478,0,5063,5063,0,310,0,04/22/2020 04:22:39 PM,Agree,Agree
07/12/2021,OR,210729,210729,0,168,0,2797,2797,0,3,0,07/13/2021 02:26:25 PM,Agree,Agree
02/03/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
03/09/2020,NJ,8,,,2,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/22/2020,NJ,170194,,,305,32,12895,12895,0,25,0,06/22/2020 12:00:00 AM,Not agree,Agree
04/04/2020,FSM,0,,,0,,0,,,0,,04/03/2020 04:22:39 PM,Agree,Agree
06/16/2021,RI,152259,,,26,0,2725,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
05/01/2020,VA,16901,16109,792,0,0,581,572,9,0,0,05/02/2020 03:47:19 PM,Agree,Agree
03/13/2020,NJ,30,,,1,,1,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/05/2021,MN,527650,,,1383,270,6963,6506,457,10,0,04/06/2021 01:43:58 PM,N/A,Agree
07/11/2021,VA,682673,530886,151787,121,53,11450,9665,1785,0,0,07/12/2021 02:22:55 PM,Agree,Agree
04/30/2020,FSM,0,0,0,0,0,0,0,0,0,0,05/01/2020 09:00:19 PM,Agree,Agree
07/28/2020,AZ,165983,165983,0,2108,0,3408,3408,0,104,0,07/29/2020 02:34:46 PM,Agree,Agree
04/19/2020,RI,4883,,,284,0,175,,,15,0,07/27/2021 02:58:07 PM,Not agree,N/A
12/04/2020,FSM,0,0,0,0,0,0,0,0,0,0,12/05/2020 02:29:17 PM,Agree,Agree
06/24/2020,KY,15548,14888,660,321,29,646,622,24,6,0,06/26/2020 12:00:00 AM,Agree,Agree
12/05/2020,OR,83243,81523,1720,1806,0,1027,1012,15,24,0,12/06/2020 02:51:16 PM,Agree,Agree
11/07/2020,DC,17891,,,99,0,654,,,2,0,11/08/2020 02:40:34 PM,,
04/15/2021,LA,451476,,,803,292,10273,9388,885,9,6,04/16/2021 02:12:25 PM,Not agree,Agree
01/10/2021,RI,100325,,,1094,0,2069,,,15,0,07/27/2021 02:58:07 PM,Not agree,N/A
11/20/2020,OR,62175,60455,1720,1302,0,812,797,15,4,0,11/21/2020 02:59:41 PM,Agree,Agree
12/09/2020,VA,271043,235720,35323,3914,1135,4335,3940,395,54,8,12/10/2020 02:50:16 PM,Agree,Agree
05/13/2020,LA,32728,,,612,0,2381,2315,66,34,0,05/14/2020 05:25:44 PM,Not agree,Agree
03/25/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/08/2020,KY,39291,35872,3419,329,31,958,926,32,9,0,08/10/2020 12:00:00 AM,Agree,Agree
04/17/2020,WY,412,305,107,11,2,2,2,0,0,0,04/17/2020 04:22:39 PM,Agree,Agree
04/12/2021,OR,170850,170850,0,282,0,2441,2441,0,1,0,04/13/2021 02:00:37 PM,Agree,Agree
11/30/2020,RI,56977,,,759,0,1412,,,10,0,07/27/2021 02:58:07 PM,Not agree,N/A
01/24/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
03/02/2021,LA,431271,,,767,217,9647,8957,690,19,3,03/03/2021 03:20:17 PM,Not agree,Agree
05/17/2021,VA,670834,522362,148472,378,-54,11042,9319,1723,13,1,05/18/2021 02:26:44 PM,Agree,Agree
